Country Name	Series Name	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015
Dominica	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Dominica	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	0	0	0	0	0
Dominica	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Dominica	Procedures required to build a warehouse (number)	10	10	10	10	10	10	10	10	10	10	10
Dominica	Procedures required to connect to electricity (number)	..	..	..	..	5	5	5	5	5	5	5
Dominica	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Dominica	Procedures required to register property (number)	5	5	5	5	5	5	5	5	5	5	5
Dominica	Procedures required to start a business (number)	5	5	5	5	5	5	5	5	5	5	5
Dominica	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Dominica	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Dominica	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	0	0	0
Dominica	Resolving Insolvency: cost (% of estate)	10	10	10	10	10	10	10	10	10	10	10
Dominica	Resolving Insolvency: recovery rate (cents on the dollar)	28.4	27.4	28	28.2	28.2	27.3	28.3	28.5	28.3	28.3	28.4
Dominica	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Dominica	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	6	6	6
Dominica	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Dominica	Tax payments (number)	37	37	37	37	37	37	37	37	37	37	37
Dominica	Time required to build a warehouse (days)	175	175	175	175	175	175	175	175	175	175	175
Dominica	Time required to connect to electricity (days)	..	..	..	..	61	61	61	61	61	61	61
Dominica	Time required to enforce a contract (days)	681	681	681	681	681	681	681	681	681	681	681
Dominica	Time required to register property (days)	42	42	42	42	42	42	42	42	42	42	42
Dominica	Time required to start a business (days)	14	14	14	13	13	13	12	12	12	12	12
Dominica	Time to prepare and pay taxes (hours)	147	147	147	117	117	117	117	117	117	117	117
Dominica	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	4	4
Dominica	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Dominica	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Dominica	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Dominica	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Dominica	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Dominica	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Dominica	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	2	2	2
Dominican Republic	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Cost to enforce a contract (% of claim)	40.9	40.9	40.9	40.9	40.9	40.9	40.9	40.9	40.9	40.9	40.9
Dominican Republic	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Cost to get electricity (% of income per capita)	..	..	..	..	447.6	405.3	356.7	322.3	300.9	276.9	257
Dominican Republic	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Cost to register property (% of property value)	5.1	5.1	5.1	3.8	3.7	3.7	3.7	3.7	3.7	3.7	3.7
Dominican Republic	Cost to start a business (% of income per capita)	30.8	30.2	31.1	19.4	21	20.5	19.3	18.3	17.3	16.9	16.4
Dominican Republic	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	2	2	2
Dominican Republic	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	90	93
Dominican Republic	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	5.3	5.3	5.3
Dominican Republic	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	4.3	5.7	5.7
Dominican Republic	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	2	2	2
Dominican Republic	Minimum paid-in capital required to start a business (% of income per capita)	0	0	0	0	0	62.6	55.7	49.3	46	43	39.8
Dominican Republic	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	0	0	0	0	0
Dominican Republic	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Procedures required to build a warehouse (number)	13	13	13	13	13	13	13	13	13	13	13
Dominican Republic	Procedures required to connect to electricity (number)	..	..	..	..	7	7	7	7	7	7	7
Dominican Republic	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Procedures required to register property (number)	6	6	6	6	6	6	6	6	6	6	6
Dominican Republic	Procedures required to start a business (number)	9	9	9	8	8	8	7	7	7	7	7
Dominican Republic	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	0	0	0
Dominican Republic	Resolving Insolvency: cost (% of estate)	38	38	38	38	38	38	38	38	38	38	38
Dominican Republic	Resolving Insolvency: recovery rate (cents on the dollar)	5.4	7.4	8.4	8.9	8.9	9.1	9.5	8.7	8.8	9.3	9.2
Dominican Republic	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	6	6	6
Dominican Republic	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Tax payments (number)	75	63	62	7	7	7	7	7	7	7	7
Dominican Republic	Time required to build a warehouse (days)	223	223	223	223	223	223	214	214	214	184	184
Dominican Republic	Time required to connect to electricity (days)	..	..	..	..	82	82	82	82	82	82	82
Dominican Republic	Time required to enforce a contract (days)	580	460	460	460	460	460	460	460	460	460	460
Dominican Republic	Time required to register property (days)	92	92	45	45	45	45	45	45	45	45	45
Dominican Republic	Time required to start a business (days)	76	76	25	15	16	15	14.5	14.5	14.5	14.5	14.5
Dominican Republic	Time to prepare and pay taxes (hours)	232	286	286	480	324	324	324	324	324	316	316
Dominican Republic	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	3.5	3.5
Dominican Republic	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Dominican Republic	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
East Asia & Pacific	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	2.2	2.2	2.2
East Asia & Pacific	Cost to build a warehouse (% of income per capita)	1.8	1.6	1.5	1.3	1.1	1.1	1.1	1.7	2.1	2	1.8
East Asia & Pacific	Cost to enforce a contract (% of claim)	46.3	45.9	45.9	46.3	46.2	46.2	46.2	46.4	48.6	48.8	48.8
East Asia & Pacific	Cost to export (deflated US$ per container)	1485.7	1355	1142	1100.2	1000.5	985.9	950.1	920.3	878.8	..	..
East Asia & Pacific	Cost to get electricity (% of income per capita)	..	..	..	..	1234.7	1220.7	1085.9	1077.3	965.1	873.5	818.8
East Asia & Pacific	Cost to import (deflated US$ per container)	1660.7	1512	1272.4	1167.6	1060.8	1053.2	1010.6	950.8	908.8	..	..
East Asia & Pacific	Cost to register property (% of property value)	4.5	4.2	4.2	3.7	3.6	3.6	3.8	3.9	4.5	4.4	4.4
East Asia & Pacific	Cost to start a business (% of income per capita)	50.1	43.6	36.7	33.5	28.1	28.5	26.1	30.3	29.8	27.7	23
East Asia & Pacific	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	6	6.1	6.2
East Asia & Pacific	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	1.3	1.3	1.4
East Asia & Pacific	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	3.5	3.6	3.9
East Asia & Pacific	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	..	..
East Asia & Pacific	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	6.4	6.4	6.4
East Asia & Pacific	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	5.5	5.5	5.5
East Asia & Pacific	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	4.2	4.2	4.2
East Asia & Pacific	Extent of director liability index (0 to 10)	4.8	4.6	4.6	4.9	4.9	4.9	5	4.9	4.7	4.7	4.7
East Asia & Pacific	Extent of disclosure index (0 to 10)	4.6	4.6	4.7	4.7	4.7	4.7	4.7	4.8	5.2	5.5	5.5
East Asia & Pacific	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	4.6	4.6	4.6
East Asia & Pacific	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	5.3	5.3	5.3
East Asia & Pacific	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	9.1	8.8	9
East Asia & Pacific	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	3.1	3.1	3.1
East Asia & Pacific	Minimum paid-in capital required to start a business (% of income per capita)	69.1	49	44.3	30	18.3	17.1	14.7	332.2	292.9	256.4	9.8
East Asia & Pacific	Other taxes (%)	..	..	..	..	..	..	..	..	..	7.2	6.5
East Asia & Pacific	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	0	0	0	0	0
East Asia & Pacific	Private credit bureau coverage (% of adults)	1.9	2.5	2.9	4	4.1	4.9	6.1	6.8	11.4	11	14
East Asia & Pacific	Procedures required to build a warehouse (number)	16	16	16	15.5	15.2	15.1	15.4	15.5	14.7	14.7	14.7
East Asia & Pacific	Procedures required to connect to electricity (number)	..	..	..	..	4.6	4.6	4.6	4.7	4.8	4.7	4.7
East Asia & Pacific	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
East Asia & Pacific	Procedures required to register property (number)	5.4	5.5	5.5	5.5	5.5	5.3	5.3	5.4	5.3	5.3	5.3
East Asia & Pacific	Procedures required to start a business (number)	8	8.7	8.6	8.6	8.2	7.9	7.3	7.5	7.8	7.7	7
East Asia & Pacific	Profit tax (%)	..	..	..	..	..	..	..	..	16.9	17.2	16.7
East Asia & Pacific	Public credit registry coverage (% of adults)	10	10.1	11.3	11.8	15.7	18.8	19.7	20.1	19.4	20.4	21.9
East Asia & Pacific	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	0.8	0.8	0.8
East Asia & Pacific	Resolving Insolvency: cost (% of estate)	23.1	22.1	22.1	22.8	22.8	22.8	22.6	22.3	22	21.8	21.8
East Asia & Pacific	Resolving Insolvency: recovery rate (cents on the dollar)	29.4	29.6	29.6	29.8	29.8	30	30.6	29.6	30.8	32.4	32.5
East Asia & Pacific	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
East Asia & Pacific	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	6.8	6.8	6.8
East Asia & Pacific	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	5	5	5
East Asia & Pacific	Tax payments (number)	26.1	25.7	25.8	24.2	23.6	23.5	24.1	25.4	26	26	25.3
East Asia & Pacific	Time required to build a warehouse (days)	159.2	153.7	154	149.7	144.9	144.2	138.9	132.6	137.7	135.2	134.6
East Asia & Pacific	Time required to connect to electricity (days)	..	..	..	..	91	91	88.4	81.8	96.9	77.8	74.1
East Asia & Pacific	Time required to enforce a contract (days)	561.4	560.4	553.1	555.4	541.2	535.8	532.1	559.2	553.8	553.8	553.8
East Asia & Pacific	Time required to register property (days)	102.8	113.1	113.1	112.5	112.5	90.2	84.8	83.2	77	74.2	74.2
East Asia & Pacific	Time required to start a business (days)	46.1	48.5	45.9	45.1	42.7	39.3	35.6	36.7	38.3	33.7	25.9
East Asia & Pacific	Time to prepare and pay taxes (hours)	250.4	245.6	244.5	239.5	210.7	208	204.2	198.9	208	204.4	201.4
East Asia & Pacific	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	1.8	2.7	2.7
East Asia & Pacific	Total tax rate (% of profit)	37.3	37.3	37.5	36.3	34.3	33.1	33.3	33	34.1	33.9	33.5
East Asia & Pacific	Trade: Cost to export (US$ per container)	925.1	910.4	823	825.5	819.9	807.7	831.5	850.9	861.5	..	..
East Asia & Pacific	Trade: Cost to import (US$ per container)	1006.7	994	900.4	872.6	866	859.6	882.4	879.7	891.9	..	..
East Asia & Pacific	Trade: Documents to export (number)	6.4	6.3	6.1	6	6	6	5.8	5.9	6.1	..	..
East Asia & Pacific	Trade: Documents to import (number)	7.7	7.3	7	6.8	6.8	6.7	6.5	6.6	6.8	..	..
East Asia & Pacific	Trade: Time to export (day)	25	24.5	22.9	22	21.8	21.5	20.8	20.6	20.4	..	..
East Asia & Pacific	Trade: Time to import (days)	26.9	25.5	24	23	22.8	22.5	21.7	21.7	21.8	..	..
Ecuador	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	2	2	2
Ecuador	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Cost to enforce a contract (% of claim)	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2
Ecuador	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Cost to get electricity (% of income per capita)	..	..	..	..	938.1	868.9	760.7	797.5	655.8	624.5	601.1
Ecuador	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Cost to register property (% of property value)	5.3	2.4	3.2	2.2	2.1	2.1	2.1	2.1	2	1.9	1.9
Ecuador	Cost to start a business (% of income per capita)	38.1	31.8	29.2	35.3	35.1	32.6	28.8	29.9	25.3	24	22
Ecuador	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	2	2	2
Ecuador	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	114	117
Ecuador	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	4	4.3	4.3
Ecuador	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	4.3	5	5
Ecuador	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	2	2	2
Ecuador	Minimum paid-in capital required to start a business (% of income per capita)	9.2	7.7	7	6.3	5.5	4.9	4.4	4.5	3.7	3.5	0
Ecuador	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	0	0	0	0	0
Ecuador	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Procedures required to build a warehouse (number)	15	15	15	15	15	15	15	15	15	15	15
Ecuador	Procedures required to connect to electricity (number)	..	..	..	..	7	7	7	7	7	7	7
Ecuador	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Procedures required to register property (number)	7	7	7	7	7	7	7	7	7	7	7
Ecuador	Procedures required to start a business (number)	14	14	14	14	13	13	13	13	13	13	12
Ecuador	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	0	0	0
Ecuador	Resolving Insolvency: cost (% of estate)	18	18	18	18	18	18	18	18	18	18	18
Ecuador	Resolving Insolvency: recovery rate (cents on the dollar)	16.6	16.5	16.9	16.1	16.1	17	17.2	17.8	17.9	17.9	17.9
Ecuador	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	6	6	6
Ecuador	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Tax payments (number)	8	8	8	8	8	8	8	8	8	8	8
Ecuador	Time required to build a warehouse (days)	114	114	114	114	114	114	114	114	114	114	114
Ecuador	Time required to connect to electricity (days)	..	..	..	..	89	89	89	89	74	74	74
Ecuador	Time required to enforce a contract (days)	588	588	588	588	588	588	588	588	588	588	588
Ecuador	Time required to register property (days)	18	18	15	15	15	15	15	38	38	38	38
Ecuador	Time required to start a business (days)	69	65	65	65	64	56	55.5	55.5	55.5	55.5	50.5
Ecuador	Time to prepare and pay taxes (hours)	600	600	600	600	600	654	654	654	654	654	654
Ecuador	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	5.3	5.3
Ecuador	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Ecuador	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	2	2	2
Egypt Arab Rep.	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Cost to enforce a contract (% of claim)	26.2	26.2	26.2	26.2	26.2	26.2	26.2	26.2	26.2	26.2	26.2
Egypt Arab Rep.	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Cost to get electricity (% of income per capita)	..	..	..	..	575.9	509.9	455.5	396	337.4	304.6	272.9
Egypt Arab Rep.	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Cost to register property (% of property value)	5.1	5.9	1	0.9	0.9	0.8	0.8	0.7	0.7	0.7	0.6
Egypt Arab Rep.	Cost to start a business (% of income per capita)	104.9	68.8	28.9	22.7	20.7	10.9	10.4	10.4	9.7	9.2	8.4
Egypt Arab Rep.	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	2	2	2
Egypt Arab Rep.	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	126	131
Egypt Arab Rep.	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	3.7	4.7	4.7
Egypt Arab Rep.	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	4	4	4.3
Egypt Arab Rep.	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	3	3	3
Egypt Arab Rep.	Minimum paid-in capital required to start a business (% of income per capita)	739.8	694.7	12.9	2	0	0	0	0	0	0	0
Egypt Arab Rep.	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	0	0	0	0	0
Egypt Arab Rep.	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Procedures required to build a warehouse (number)	24	22	22	22	20	20	20	20	20	20	20
Egypt Arab Rep.	Procedures required to connect to electricity (number)	..	..	..	..	7	7	7	7	7	7	7
Egypt Arab Rep.	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Procedures required to register property (number)	8	8	8	8	8	8	8	8	8	8	8
Egypt Arab Rep.	Procedures required to start a business (number)	10	10	8	7	7	7	7	7	7	7	7
Egypt Arab Rep.	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	0	0	0
Egypt Arab Rep.	Resolving Insolvency: cost (% of estate)	22	22	22	22	22	22	22	22	22	22	22
Egypt Arab Rep.	Resolving Insolvency: recovery rate (cents on the dollar)	16.1	16.6	16.6	16.8	16.8	17.4	27.4	27.3	26.7	26.6	26.9
Egypt Arab Rep.	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	7	7	7
Egypt Arab Rep.	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Tax payments (number)	42	41	36	29	29	29	29	29	29	29	29
Egypt Arab Rep.	Time required to build a warehouse (days)	211	209	209	209	165	165	179	179	179	179	179
Egypt Arab Rep.	Time required to connect to electricity (days)	..	..	..	..	64	64	64	64	64	64	64
Egypt Arab Rep.	Time required to enforce a contract (days)	1010	1010	1010	1010	1010	1010	1010	1010	1010	1010	1010
Egypt Arab Rep.	Time required to register property (days)	194	194	194	73	73	73	73	73	63	63	63
Egypt Arab Rep.	Time required to start a business (days)	22	19	10	8	8	8	8	8	8	8	8
Egypt Arab Rep.	Time to prepare and pay taxes (hours)	504	595.5	711	711	480	433	433	392	392	392	392
Egypt Arab Rep.	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	2.5	2.5
Egypt Arab Rep.	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Egypt Arab Rep.	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
El Salvador	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	2	2	2
El Salvador	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
El Salvador	Cost to enforce a contract (% of claim)	19.2	19.2	19.2	19.2	19.2	19.2	19.2	19.2	19.2	19.2	19.2
El Salvador	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
El Salvador	Cost to get electricity (% of income per capita)	..	..	..	..	496.1	546.1	544	546.2	561.9	553.8	536.1
El Salvador	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
El Salvador	Cost to register property (% of property value)	3.5	3.5	3.6	3.7	3.8	3.8	3.8	3.8	3.8	3.8	3.8
El Salvador	Cost to start a business (% of income per capita)	119.7	79.3	74.7	54.9	42.9	44.4	44.9	45	44.6	43.9	42.7
El Salvador	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
El Salvador	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	3	3	3
El Salvador	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
El Salvador	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	97	86
El Salvador	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
El Salvador	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	3.3	3.3	3.3
El Salvador	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
El Salvador	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
El Salvador	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
El Salvador	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	4.3	4.3	4.3
El Salvador	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
El Salvador	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
El Salvador	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	4	4	4
El Salvador	Minimum paid-in capital required to start a business (% of income per capita)	124.4	119.7	112.5	3.5	2.9	3	3	2.8	2.8	2.7	2.6
El Salvador	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
El Salvador	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	0	0	0	0	0
El Salvador	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
El Salvador	Procedures required to build a warehouse (number)	25	25	25	25	25	25	25	25	25	25	25
El Salvador	Procedures required to connect to electricity (number)	..	..	..	..	8	8	8	8	8	8	8
El Salvador	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
El Salvador	Procedures required to register property (number)	5	6	5	5	5	5	5	5	5	5	5
El Salvador	Procedures required to start a business (number)	12	10	9	8	8	8	8	8	8	8	8
El Salvador	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
El Salvador	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
El Salvador	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	0	0	0
