Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
East Asia & Pacific,EAS,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,2.73968,2.98777,4.59422,6.11061,7.38406,8.80564,9.77604,10.31384,7.73323,5.30912,4.99643,4.65616,4.55839,4.18323,4.5546,4.97133,5.37021,4.17147,4.21659,3.89288,4.07475,4.33552,4.24262,4.15741,..,..
East Asia & Pacific,EAS,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,5.94959,7.15832,8.43131,9.52674,10.44428,11.2089,11.30801,11.30367,8.45219,5.70083,5.46063,5.06508,4.85776,4.83359,5.09151,5.65516,5.94013,4.88296,4.57044,4.25873,3.95454,3.67198,4.16575,4.12361,..,..
East Asia & Pacific,EAS,Children out of school (% of primary school age),SE.PRM.UNER.ZS,4.30383,5.01964,6.46289,7.77282,8.87108,9.9714,10.51772,10.79215,8.08005,5.49776,5.21961,4.85242,4.70183,4.49434,4.8111,5.29773,5.6421,4.51075,4.38523,4.06713,4.01754,4.01999,4.20608,4.14135,..,..
East Asia & Pacific,EAS,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,711,1222,..,..,..,..,..,1255
East Asia & Pacific (excluding high income),EAP,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,2.94406,3.19298,4.93572,6.53897,7.90521,9.39591,10.41299,10.95308,8.15842,5.57143,5.25701,4.89925,4.80676,4.4264,4.83245,5.2985,5.73873,4.46228,4.515,4.16836,4.34415,4.61915,4.52993,4.44321,..,..
East Asia & Pacific (excluding high income),EAP,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,6.50214,7.79781,9.16127,10.2948,11.25731,12.03003,12.09076,12.0392,8.95837,6.0188,5.76862,5.34111,5.12812,5.11791,5.39913,6.01847,6.34202,5.22238,4.89613,4.56292,4.21247,3.90286,4.45009,4.40969,..,..
East Asia & Pacific (excluding high income),EAP,Children out of school (% of primary school age),SE.PRM.UNER.ZS,4.67837,5.43703,6.99406,8.36683,9.53432,10.67379,11.22528,11.47791,8.54427,5.78685,5.50293,5.11124,4.96065,4.75695,5.1029,5.64171,6.02612,4.82416,4.69633,4.35593,4.2816,4.27919,4.49206,4.42732,..,..
East Asia & Pacific (excluding high income),EAP,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD),TEA,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,711,1222,..,..,..,..,..,1255
East Asia & Pacific (IDA & IBRD),TEA,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD),TEA,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD),TEA,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD),TEA,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD),TEA,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,2.84202,3.0797,4.79451,6.38145,7.7437,9.23559,10.24938,10.78395,8.03206,5.4601,5.13435,4.77775,4.68389,4.30142,4.69986,5.15345,5.59015,4.34444,4.39947,4.06369,4.25539,4.53708,4.45455,4.37104,..,..
East Asia & Pacific (IDA & IBRD),TEA,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,6.2903,7.5614,8.91677,10.05678,11.02691,11.81314,11.8884,11.84347,8.80073,5.88556,5.63512,5.2052,4.99241,4.9662,5.25138,5.86028,6.18036,5.07757,4.76076,4.44319,4.13363,3.83316,4.36946,4.32998,..,..
East Asia & Pacific (IDA & IBRD),TEA,Children out of school (% of primary school age),SE.PRM.UNER.ZS,4.5223,5.26305,6.80185,8.16944,9.33862,10.48539,11.04249,11.29564,8.4026,5.66484,5.3749,4.9827,4.83154,4.61901,4.96296,5.49029,5.87126,4.69344,4.57135,4.2441,4.19755,4.20301,4.41419,4.35158,..,..
East Asia & Pacific (IDA & IBRD),TEA,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,11,..,..,..,..,..,..,..,..,..,..,..,..,25,..,..,..,..,..,..,..
Ecuador,ECU,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,..,14.3,..,..,6.3,..,3.2,..,..,..,5.562005
Ecuador,ECU,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.6,..,16.9,..,..,7.4,..,3.8,..,..,..,5.911136
Ecuador,ECU,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.3,..,11.6,..,..,5.2,..,2.5,..,..,..,5.179114
Ecuador,ECU,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.255304777,..,9.35492559,10.67494045,10.67494045,..,..,..
Ecuador,ECU,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,8.041150093,7.685029984,6.720339775,4.312079906,4.111370087,4.410480022,3.500819921,2.351589918,..,..,..,..,..,..,..,4.043690205,3.885040045,..,..,..,4.477610111,..
Ecuador,ECU,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,7.37157011,6.999229908,5.881130219,3.532429934,2.951610088,3.044039965,2.491569996,1.03034997,..,..,..,..,..,..,..,1.427700043,2.232530117,..,..,..,2.40741992,..
Ecuador,ECU,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,7.711770058,7.347750187,6.307690144,3.928829908,3.541399956,3.739089966,3.005029917,1.702659965,0.631969988,0.688399971,..,0.623459995,0.544629991,0.631330013,..,2.760550022,3.074719906,..,3.256680012,1.270339966,3.463860035,..
Ecuador,ECU,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.336468818,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,103,145,187,85,66,27,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,184,750
"Egypt, Arab Rep.",EGY,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.9,..,..,..,2.9,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.5,..,..,..,4.8,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.3,..,..,..,0.9,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.30408661,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,7.849209785,..,..,7.77147007,..,10.0032196,9.332380295,7.995240211,6.670919895,4.879429817,2.968219995,..,..,..,..,..,..,..,0.528680027,..,1.452059984,..
"Egypt, Arab Rep.",EGY,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,20.37969017,..,..,17.5050106,..,15.39766979,13.99925995,11.8937397,9.7918396,7.566400051,4.642610073,..,..,..,..,..,..,..,2.906579971,..,0.639779985,..
"Egypt, Arab Rep.",EGY,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,13.95191956,..,..,12.50901031,..,12.62932968,11.60461044,9.893289566,8.190670013,6.187880039,3.783489943,3.162970066,4.415229797,1.83615005,..,1.391919971,0.925639987,2.106519938,1.682500005,..,1.058159947,..
"Egypt, Arab Rep.",EGY,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.012213477,..,..,..,..,..,..
El Salvador,SLV,Battle-related deaths (number of people),VC.BTL.DETH,848,88,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,12.66093175,..,..,..,7.1,..,7.4,..,7.442466,7,7.800059,..,..
El Salvador,SLV,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,17.05505387,..,..,..,10.1,..,10.6,..,10.35156,10,10.94549,..,..
El Salvador,SLV,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,8.112720487,..,..,..,3.8,..,4.1,..,4.357373,4,4.569547,..,..
El Salvador,SLV,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.408411306,8.634767546,6.34694678,5.652572589,5.571718463,5.477151503,..,..,..
El Salvador,SLV,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,..,..,..,..,23.86977959,..,7.460169792,6.768630028,4.528659821,3.816109896,..,3.909159899,3.872370005,4.631989956,4.552800179,4.440139771,4.013329983,4.167490005,4.277560234,4.42001009,6.206940174,..
El Salvador,SLV,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,..,..,..,..,10.9856596,..,7.701720238,6.353640079,3.993499994,3.633569956,..,2.951060057,3.116240025,3.673259974,3.515079975,3.543770075,3.724570036,4.124279976,4.312849998,4.033030033,5.551799774,..
El Salvador,SLV,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,..,..,..,..,17.52485085,..,7.578909874,6.564650059,4.265729904,3.726480007,..,3.43937993,3.501410007,4.161660194,4.044000149,4.001019955,3.871979952,4.146309853,4.294859886,4.230400085,5.886229992,..
El Salvador,SLV,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.360637004,..,..,..,..,..,..
Equatorial Guinea,GNQ,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,19.23280907,..,..,..,..,..,26.30558014,21.1403904,22.72554016,26.32234955,..,..,..,..,46.39891815,46.89704132,46.87363052,44.72977066,42.09421921,..,..,..
Equatorial Guinea,GNQ,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,21.23732948,..,..,..,..,..,40.50307083,31.25927925,33.97190857,33.52714157,..,..,..,..,47.67287827,47.61632919,47.14651871,44.66489029,42.12567902,..,..,..
Equatorial Guinea,GNQ,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,20.23526001,..,..,..,..,..,33.39051819,26.18894958,28.33447075,29.91411018,..,..,..,..,47.03268814,47.25473022,47.00930023,44.69752121,42.10985184,..,..,..
Equatorial Guinea,GNQ,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,31,10,32203,25000,..,..,57,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,79.09732056,..,76.14849091,75.06156921,73.51439667,73.02050018,..,66.90309906,61.46931839,59.14253998,53.32883835,48.31734085,45.39648056,43.96934128,45.12905884,50.41117859,53.73490906,57.26506042,59.56332016,56.92726898,54.69952011,57.2587204,..,..
Eritrea,ERI,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,80.85327148,..,78.12223053,77.10498047,75.56268311,75.31143188,..,70.84499359,66.05402374,64.13385773,59.62036896,55.1905098,52.71789932,51.0514183,51.23488998,55.4083519,58.75078964,61.75019836,63.94733047,62.01745987,60.13220978,61.53797913,..,..
Eritrea,ERI,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,79.96984863,..,77.12861633,76.07575226,74.5304718,74.15643311,..,68.85530853,63.73822021,61.61071014,56.43709183,51.70965958,49.00640869,47.45771027,48.13354111,52.86782837,56.19852066,59.46622849,61.71345139,59.42250824,57.36167908,59.35379028,..,..
Eritrea,ERI,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.323482856,..,..,..,..,..,..
Estonia,EST,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,..,12.03888035,8.719380379,..,..,1.640890002,1.99131,2.117449999,..,3.529809952,4.503069878,4.27049017,4.400410175,3.416980028,3.62548995,3.510669947,0.431600004,0.47905001,0.507189989,0.329600006,..,..
Estonia,EST,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,..,13.92695045,10.09113979,..,..,0.0163,0.02204,0.02331,..,1.937860012,2.873919964,3.477499962,4.219659805,3.051929951,3.830039978,4.325799942,1.395740032,0.232820004,0.184259996,0.57119,..,..
Estonia,EST,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,..,12.96547985,9.390480042,..,0.774309993,0.856159985,1.043249965,1.110610008,1.143360019,2.7604599,3.713439941,3.885250092,4.312489986,3.239279985,3.72507,3.907409906,0.900669992,0.359299988,0.349929988,0.44727999,..,..
Estonia,EST,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..
Ethiopia,ETH,Battle-related deaths (number of people),VC.BTL.DETH,49698,12227,165,36,75,29,52,..,1040,15679,25050,40,50,50,50,83,50,177,50,515,151,51,50,77,25,50
Ethiopia,ETH,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56,..,..,..,..,..,26.1,..,..,..,..
Ethiopia,ETH,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.3,..,..,..,..,..,32.5,..,..,..,..
Ethiopia,ETH,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.1,..,..,..,..,..,19.5,..,..,..,..
Ethiopia,ETH,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,77.30168915,73.53140259,68.11180115,..,59.60623169,57.6049118,53.96379089,50.09725189,48.17506027,47.7714119,45.85586166,35.48699951,31.48111916,26.41893959,20.79475021,21.86823082,23.66765976,19.40909004,18.19819069,..,10.67401981,..
Ethiopia,ETH,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,84.45877075,82.76677704,79.73119354,..,73.30734253,70.32718658,65.82637787,61.17861938,58.67538071,57.49409866,53.65570831,42.13571167,36.71778107,31.3730793,25.68132019,25.44771004,27.47695923,23.79755974,22.48110962,..,16.40681076,..
Ethiopia,ETH,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,80.84902191,78.1049118,73.86300659,..,66.39427185,63.91006851,59.8445816,55.59254837,53.38362885,52.59436035,49.72396088,38.78276825,34.07550812,28.8708992,23.21186066,23.63842964,25.55166054,21.58011055,20.3176403,..,13.51148987,..
Ethiopia,ETH,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.263018169,..,..,..,..,..,..
Euro area,EMU,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,3.21316,3.31416,4.36335,4.37384,4.14005,3.38237,2.3599,1.76877,0.88719,0.74105,0.78906,1.03985,1.47647,1.62839,1.76082,1.27359,0.94188,0.75932,0.80168,0.84712,0.88019,1.04754,1.31145,1.68965,..,..
Euro area,EMU,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,2.6318,2.71053,3.60466,3.73385,3.7986,3.08604,2.1915,1.63986,0.85911,0.78171,0.71957,0.96094,1.40123,1.59531,1.71241,1.29927,1.04712,0.75062,0.73013,0.68347,0.65679,0.76833,0.87618,1.42798,..,..
Euro area,EMU,Children out of school (% of primary school age),SE.PRM.UNER.ZS,2.92953,3.0197,3.99335,4.0618,3.97361,3.23795,2.27783,1.70596,0.87351,0.76086,0.7552,1.00141,1.43981,1.61227,1.73724,1.2861,0.99313,0.75508,0.76683,0.76741,0.77138,0.91156,1.09943,1.56217,..,..
Euro area,EMU,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,4.99001,4.53355,4.89428,5.00231,4.97345,5.27636,4.77761,4.57841,3.86082,3.57892,3.23051,2.45849,2.07879,2.436,2.48991,3.28602,3.14481,3.09682,2.80615,2.92332,2.65402,2.6275,2.83527,2.95192,..,..
Europe & Central Asia,ECS,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,5.69314,5.22256,5.46053,5.89532,6.06351,6.21123,5.83516,5.76865,5.03114,4.71886,4.00283,3.1794,2.719,3.03415,2.96333,3.60876,3.37716,3.24623,2.92798,3.09243,2.71998,2.62739,2.65984,2.76788,..,..
Europe & Central Asia,ECS,Children out of school (% of primary school age),SE.PRM.UNER.ZS,5.33467,4.87126,5.17174,5.43973,5.5072,5.73397,5.29514,5.16066,4.43311,4.13617,3.60801,2.81068,2.39154,2.72818,2.7211,3.4436,3.25822,3.16972,2.86558,3.00578,2.68617,2.62745,2.74983,2.8623,..,..
Europe & Central Asia,ECS,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2348
Europe & Central Asia (excluding high income),ECA,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
